trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
438,False,"{'a': 0.5, 'e': 0.11191674861732935}",20,8,9.781551244309087,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.11135856150491308}",20,0,10.036584092724226,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.11080315836233436}",20,1,24.701646301436945,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.1102505253044857}",30,0,-28.607367980093407,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
442,False,"{'a': 0.5, 'e': 0.10970064851551188}",30,0,40.63100371885356,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
443,False,"{'a': 0.5, 'e': 0.10915351424846452}",25,0,-0.39286386064152334,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
444,False,"{'a': 0.5, 'e': 0.10860910882495846}",20,0,31.43376937709205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.5, 'e': 0.10806741863482974}",20,0,23.01163780731144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
446,False,"{'a': 0.5, 'e': 0.10752843013579542}",20,0,18.079647419207326,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.10699212985311495}",20,1,-35.93368158219635,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.1064585043792533}",30,17,22.204562577217892,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.10592754037354586}",20,8,-37.55288078840743,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
450,False,"{'a': 0.5, 'e': 0.10539922456186482}",20,6,23.760066076000474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.10487354373628736}",25,19,10.847501846437208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.1043504847547655}",25,0,10.408040735054657,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.10383003454079741}",25,0,-15.224791277757877,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
454,False,"{'a': 0.5, 'e': 0.10331218008310067}",20,12,11.887807232621673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.10279690843528685}",20,0,18.336766120911125,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.5, 'e': 0.10228420671553794}",25,0,20.02152485035845,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
457,False,"{'a': 0.5, 'e': 0.1017740621062842}",20,6,8.01943530925843,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.10126646185388387}",20,0,24.85379141972884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.10076139326830418}",25,0,20.072041705937597,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
460,False,"{'a': 0.5, 'e': 0.10025884372280419}",25,0,22.644165634398085,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
461,False,"{'a': 0.5, 'e': 0.0997588006536191}",30,0,4.91553129784608,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
462,False,"{'a': 0.5, 'e': 0.09926125155964612}",20,10,19.38694693999517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.09876618400213198}",20,5,10.58296047792058,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.09827358560436199}",25,9,16.265083898285173,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.09778344405135052}",20,0,20.308392629671697,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
466,False,"{'a': 0.5, 'e': 0.09729574708953323}",25,0,30.890053040248567,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.09681048252646067}",30,0,35.58362738117874,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.09632763823049348}",20,0,15.166545929748153,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
469,False,"{'a': 0.5, 'e': 0.09584720213049912}",20,12,17.42304988215838,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.09536916221555007}",20,0,27.96457119269785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
471,False,"{'a': 0.5, 'e': 0.09489350653462356}",20,0,25.48580831879798,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.09442022319630279}",25,14,-10.359881196888768,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.09394930036847965}",20,0,19.80827602916771,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
474,False,"{'a': 0.5, 'e': 0.09348072627805892}",25,11,18.651811423136767,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.09301448921066394}",20,14,10.115781290258873,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.09255057751034372}",30,0,16.382795394756705,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
477,False,"{'a': 0.5, 'e': 0.09208897957928161}",20,13,11.539382235704611,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.0916296838775053}",25,12,16.502767042565047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.0911726789225983}",25,0,-6.2531776125471055,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
480,False,"{'a': 0.5, 'e': 0.09071795328941294}",20,0,22.766175263731725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
481,False,"{'a': 0.5, 'e': 0.09026549560978472}",20,9,8.77131665300097,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.08981529457224809}",30,0,15.670402545599389,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.08936733892175364}",25,0,27.44912556451603,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
484,False,"{'a': 0.5, 'e': 0.08892161745938677}",20,0,23.643585949873067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
485,False,"{'a': 0.5, 'e': 0.08847811904208774}",25,18,-0.26800503492769856,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.088036832582373}",30,0,39.3179330647463,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
487,False,"{'a': 0.5, 'e': 0.08759774704805807}",20,0,28.169600679471564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
488,False,"{'a': 0.5, 'e': 0.08716085146198173}",25,0,23.263417675370206,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
489,False,"{'a': 0.5, 'e': 0.08672613490173157}",20,0,15.747684174802833,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
490,False,"{'a': 0.5, 'e': 0.08629358649937095}",25,15,13.70264445968834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.08586319544116727}",25,0,5.6731227435190945,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
492,False,"{'a': 0.5, 'e': 0.08543495096732166}",30,0,30.586509317534137,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
493,False,"{'a': 0.5, 'e': 0.08500884237169998}",20,13,-1.7249133492171533,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.08458485900156514}",20,3,25.70574622745872,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.08416299025731079}",30,0,35.931902489366024,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.08374322559219638}",25,12,15.789222369830151,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
